639.572968461,35.2918739789,1.9
639.072968461,35.7918739789,1.91
638.572968461,36.2918739789,1.92
638.072968461,36.7918739789,1.93
637.572968461,37.2918739789,1.94
637.072968461,37.7918739789,1.95
636.572968461,38.2918739789,1.96
636.072968461,38.7918739789,1.97
635.572968461,39.2918739789,1.98
635.072968461,39.7918739789,1.99
634.572968461,40.2918739789,2.0
634.072968461,40.7918739789,2.01
633.572968461,41.2918739789,2.02
633.072968461,41.7918739789,2.03
632.572968461,42.2918739789,2.04
632.072968461,42.7918739789,2.05
631.572968461,43.2918739789,2.06
631.072968461,43.7918739789,2.07
630.572968461,44.2918739789,2.08
630.072968461,44.7918739789,2.09
629.572968461,45.2918739789,2.1
629.072968461,45.7918739789,2.1
628.572968461,46.2918739789,2.1
628.072968461,46.7918739789,2.1
627.572968461,47.2918739789,2.1
627.072968461,47.7918739789,2.1
626.572968461,48.2918739789,2.1
626.072968461,48.7918739789,2.1
625.572968461,49.2918739789,2.1
625.072968461,49.7918739789,2.1
624.572968461,50.2918739789,2.1
624.072968461,50.7918739789,2.1
623.572968461,51.2918739789,2.1
623.072968461,51.7918739789,2.1
622.572968461,52.2918739789,2.1
622.072968461,52.7918739789,2.1
621.572968461,53.2918739789,2.1
621.072968461,53.7918739789,2.1
620.572968461,54.2918739789,2.1
620.072968461,54.7918739789,2.1
619.572968461,55.2918739789,2.1
619.072968461,55.7918739789,2.1
618.572968461,56.2918739789,2.1
618.072968461,56.7918739789,2.1
617.572968461,57.2918739789,2.1
617.072968461,57.7918739789,2.1
616.572968461,58.2918739789,2.1
616.072968461,58.7918739789,2.1
615.572968461,59.2918739789,2.1
615.072968461,59.7918739789,2.1
614.572968461,60.2918739789,2.1
614.072968461,60.7918739789,2.1
613.572968461,61.2918739789,2.1
613.072968461,61.7918739789,2.1
612.572968461,62.2918739789,2.1
612.072968461,62.7918739789,2.1
611.572968461,63.2918739789,2.1
611.072968461,63.7918739789,2.1
610.572968461,64.2918739789,2.1
610.072968461,64.7918739789,2.1
609.572968461,65.2918739789,2.1
609.072968461,65.7918739789,2.1
608.572968461,66.2918739789,2.1
608.072968461,66.7918739789,2.1
607.572968461,67.2918739789,2.1
607.072968461,67.7918739789,2.1
606.572968461,68.2918739789,2.1
606.072968461,68.7918739789,2.1
605.572968461,69.2918739789,2.1
605.072968461,69.7918739789,2.1
604.572968461,70.2918739789,2.1
604.072968461,70.7918739789,2.1
603.572968461,71.2918739789,2.1
603.072968461,71.7918739789,2.1
602.572968461,72.2918739789,2.1
602.072968461,72.7918739789,2.1
601.572968461,73.2918739789,2.1
601.072968461,73.7918739789,2.1
600.572968461,74.2918739789,2.1
